67.67.40.0/24,"STC - South Texas College",US
67.80.0.0/13,"CABLE-NET-1 - Cablevision Systems Corp.",US
68.108.0.0/17,"ASN-CXA-ALL-CCI-22773-RDC - Cox Communications Inc.",US
68.109.224.0/21,"ASN-CXA-ALL-CCI-22773-RDC - Cox Communications Inc.",US
68.111.32.0/20,"ASN-CXA-ALL-CCI-22773-RDC - Cox Communications Inc.",US
68.115.80.0/20,"CHARTER-NET-HKY-NC - Charter Communications",US
68.168.110.0/24,"CODERO-ASHBURN - Codero",US
68.180.128.0/17,"not routed",XX
68.180.224.0/20,"YAHOO-GQ1 - Yahoo",US
68.180.52.0/22,"PAVLOVMEDIA - PAVLOV MEDIA INC",US
68.188.208.0/20,"CHARTER-NET-HKY-NC - Charter Communications",US
68.189.0.0/19,"CHARTER-NET-HKY-NC - Charter Communications",US
68.230.0.0/17,"ASN-CXA-ALL-CCI-22773-RDC - Cox Communications Inc.",US
68.233.224.0/19,"HVC-AS - HIVELOCITY VENTURES CORP",US
68.99.152.0/21,"ASN-CXA-ALL-CCI-22773-RDC - Cox Communications Inc.",US
69.10.128.0/19,"TERAGO-RACKFORCE - TeraGo Networks Inc.",CA
69.12.208.0/20,"SONOMA - Sonoma Interconnect",US
69.12.64.0/19,"ASN-QUADRANET-GLOBAL - QuadraNet, Inc",US
69.128.0.0/14,"TDS-AS - TDS TELECOM",US
69.128.4.0/24,"SPECTRUM-BRANDS - Spectrum Brands, Inc.",US
69.16.192.0/18,"LIQUID-WEB-INC - Liquid Web, Inc.",US
69.160.64.0/19,"FIBER - FIBERNET Corp.",US
69.162.64.0/18,"LIMESTONENETWORKS - Limestone Networks, Inc.",US
69.163.128.0/17,"DREAMHOST-AS - New Dream Network, LLC",US
69.163.128.0/19,"DREAMHOST-AS - New Dream Network, LLC",US
69.163.192.0/18,"DREAMHOST-AS - New Dream Network, LLC",US
69.164.111.192/27,"SUNGARDRS - SunGard Availability Services LP",US
69.164.240.0/20,"NJIIX-AS-1 - NEW JERSEY INTERNATIONAL INTERNET EXCHANGE LLC",US
69.167.128.0/18,"LIQUID-WEB-INC - Liquid Web, Inc.",US
69.168.64.0/19,"FIBER - FIBERNET Corp.",US
69.174.0.0/17,"TINET-BACKBONE Tinet SpA",DE
69.174.176.0/20,"MESSAGEEXPRESSINTERNET - Message Express Internet",US
69.175.0.0/17,"SINGLEHOP-INC - SingleHop",US
69.175.0.0/18,"SINGLEHOP-INC - SingleHop",US
69.194.228.0/22,"180SERVERS - 180Servers.com",US
69.195.64.0/18,"UNIFIEDLAYER-AS-1 - Unified Layer",US
69.197.128.0/18,"WII-KC - WholeSale Internet, Inc.",US
69.204.0.0/17,"RR-NYSREGION-ASN-01 - Time Warner Cable Internet LLC",US
69.22.174.0/24,"TINET-BACKBONE Tinet SpA",DE
69.30.192.0/18,"WII-KC - WholeSale Internet, Inc.",US
69.42.80.0/20,"WEBAIR-INTERNET - Webair Internet Development Company Inc.",US
69.46.0.0/19,"HVC-AS - HIVELOCITY VENTURES CORP",US
69.50.224.0/19,"SVWH - NephoScale Inc.",US
69.51.128.0/19,"JAS-NETWORKS-INC - The Iserv Company, LLC",US
69.64.32.0/19,"SERVER4YOU - Hosting Solutions International, Inc.",US
69.65.0.0/18,"ASN-GIGENET - GigeNET",US
69.70.192.0/18,"VIDEOTRON - Videotron Telecom Ltee",CA
69.73.128.0/18,"LANDIS-HOLDINGS-INC - Landis Holdings Inc",US
69.73.192.0/18,"CWDOM - Cable & Wireless Dominica",DM
69.74.0.0/16,"CABLE-NET-1 - Cablevision Systems Corp.",US
69.89.0.0/20,"QUALITYTECH-SUW-300 - Quality Technology Services, LLC.",US
69.90.0.0/16,"PEER1 - Peer 1 Network (USA) Inc.",US
69.94.0.0/17,"ASTRUM-0001 - OLM, LLC",US
70.182.4.0/22,"ASN-CXA-ALL-CCI-22773-RDC - Cox Communications Inc.",US
70.194.192.0/19,"CELLCO - Cellco Partnership DBA Verizon Wireless",US
70.24.0.0/16,"BACOM - Bell Canada",CA
70.32.68.0/22,"MEDIATEMPLE - Media Temple, Inc.",US
70.32.72.0/21,"MEDIATEMPLE - Media Temple, Inc.",US
70.33.128.0/19,"LUMOS - LUMOS Networks, Inc.",US
70.35.158.0/24,"NEWCOM-INTL - NewCom International, Inc.",US
70.39.128.0/17,"TINET-BACKBONE Tinet SpA",DE
70.39.152.0/24,"TINET-BACKBONE Tinet SpA",DE
70.60.0.0/14,"SCRR-10796 - Time Warner Cable Internet LLC",US
71.164.128.0/17,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business",US
71.178.0.0/16,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business",US
71.43.0.0/16,"BHN-TAMPA - BRIGHT HOUSE NETWORKS, LLC",US
71.56.0.0/13,"COMCAST-7922 - Comcast Cable Communications, Inc.",US
71.9.96.0/20,"CHARTER-NET-HKY-NC - Charter Communications",US
71.90.176.0/20,"CHARTER-NET-HKY-NC - Charter Communications",US
71.94.128.0/19,"CHARTER-NET-HKY-NC - Charter Communications",US
72.14.176.0/20,"SOFTLAYER - SoftLayer Technologies Inc.",US
72.15.240.0/21,"PEAK10 - Peak 10",US
72.167.180.0/22,"AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC",US
72.167.36.0/22,"AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC",US
72.174.0.0/15,"BRESNAN-AS - Charter Communications",US
72.18.194.0/24,"PREMIANET - Las Vegas NV Datacenter",US
72.249.0.0/17,"COLO4 - Colo4, LLC",US
72.29.96.0/19,"COLO4 - Colo4, LLC",US
72.35.32.0/19,"GREAT-LAKES-COMNET - Great Lakes Comnet, Inc.",US
72.46.128.0/19,"VERSAWEB-ASN - Versaweb, LLC",US
72.47.192.0/18,"MEDIATEMPLE - Media Temple, Inc.",US
72.5.184.0/21,"INTERNAP-2BLK - Internap Network Services Corporation",US
72.52.128.0/17,"LIQUID-WEB-INC - Liquid Web, Inc.",US
72.52.64.0/18,"HURRICANE - Hurricane Electric, Inc.",US
72.55.128.0/18,"IWEB-AS - iWeb Technologies Inc.",CA
72.83.0.0/16,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business",US
72.93.0.0/16,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business",US
73.0.0.0/8,"COMCAST-7922 - Comcast Cable Communications, Inc.",US
73.46.0.0/16,"COMCAST-7922 - Comcast Cable Communications, Inc.",US
74.100.0.0/16,"UUNET - MCI Communications Services, Inc. d/b/a Verizon Business",US
74.114.204.0/22,"VIVIO-TECHNOLOGIES - Vivio Technologies",US
74.114.207.146,"VIVIO-TECHNOLOGIES - Vivio Technologies",US
74.12.0.0/14,"BACOM - Bell Canada",CA
74.121.72.0/24,"DATAMOCO - Data Moving Company",US
74.124.192.0/19,"NETRANGE - Corporate Colocation Inc.",US
74.128.0.0/12,"SCRR-10796 - Time Warner Cable Internet LLC",US
74.194.0.0/15,"SUDDENLINK-COMMUNICATIONS - Suddenlink Communications",US
74.200.64.0/19,"VCS-AS - Virtacore Systems Inc",US
74.208.0.0/16,"ONEANDONE-AS 1&1 Internet AG",DE
74.217.0.0/16,"INTERNAP-BLK5 - Internap Network Services Corporation",US
74.217.224.0/20,"INTERNAP-BLK3 - Internap Network Services Corporation",US
74.220.192.0/19,"UNIFIEDLAYER-AS-1 - Unified Layer",US
74.32.0.0/12,"FRONTIER-FRTR - Frontier Communications of America, Inc.",US
74.50.21.0/24,"ADDD2NET-COM-INC-DBA-LUNARPAGES - Lunar Pages",US
74.63.192.0/18,"LIMESTONENETWORKS - Limestone Networks, Inc.",US
74.8.0.0/14,"WINDSTREAM - Windstream Communications Inc",US
75.102.0.0/18,"SERVERCENTRAL - Server Central Network",US
75.119.192.0/19,"DREAMHOST-AS - New Dream Network, LLC",US
75.119.208.0/20,"DREAMHOST-AS - New Dream Network, LLC",US
75.126.0.0/20,"SOFTLAYER - SoftLayer Technologies Inc.",US
75.126.32.0/20,"SOFTLAYER - SoftLayer Technologies Inc.",US
75.126.64.0/20,"SOFTLAYER - SoftLayer Technologies Inc.",US
75.127.0.0/20,"AS-COLOCROSSING - ColoCrossing",US
75.127.72.0/24,"GNAXNET-AS - Global Net Access, LLC",US
75.127.96.0/21,"GNAXNET-AS - Global Net Access, LLC",US
75.132.0.0/16,"CHARTER-NET-HKY-NC - Charter Communications",US
75.134.128.0/19,"CHARTER-NET-HKY-NC - Charter Communications",US
75.144.0.0/13,"COMCAST-7922 - Comcast Cable Communications, Inc.",US
75.160.0.0/12,"CENTURYLINK-US-LEGACY-QWEST - Qwest Communications Company, LLC",US
75.185.0.0/16,"SCRR-10796 - Time Warner Cable Internet LLC",US
75.72.0.0/15,"COMCAST-7922 - Comcast Cable Communications, Inc.",US
75.74.0.0/16,"COMCAST-7922 - Comcast Cable Communications, Inc.",US
75.82.0.0/15,"ROADRUNNER-WEST - Time Warner Cable Internet LLC",US
75.88.0.0/14,"WINDSTREAM - Windstream Communications Inc",US
75.98.160.0/20,"A2HOSTING - A2 Hosting, Inc.",US
75.98.48.0/21,"INTERNAP-2BLK - Internap Network Services Corporation",US
75.99.0.0/16,"CABLE-NET-1 - Cablevision Systems Corp.",US
76.1.224.0/19,"EMBARQ-CLTN - Embarq Corporation",US
76.12.0.0/16,"LNH-INC - HostMySite",US
76.16.0.0/12,"COMCAST-7922 - Comcast Cable Communications, Inc.",US
76.162.0.0/15,"OPENTRANSFER-ECOMMERCE - Ecommerce Corporation",US
76.9.0.0/19,"ISPRIME - ISPrime, Inc.",US
76.96.0.0/11,"COMCAST-7922 - Comcast Cable Communications, Inc.",US
77.100.0.0/15,"NTL Virgin Media Limited",GB
77.104.192.0/18,"COPROSYS CoProSys a.s.",CZ
77.105.0.0/19,"ORIONTELEKOM-AS Drustvo za telekomunikacije Orion telekom doo Beograd, Gandijeva 76a",RS
77.105.192.0/18,"NAO Net at Once Sweden AB",SE
77.105.64.0/18,"LPOK-AS LPOnet Oy",FI
77.109.128.0/18,"INIT7 Init7 (Switzerland) Ltd.",CH
77.109.141.136/29,"INIT7 Init7 (Switzerland) Ltd.",CH
77.120.128.0/18,"VOLIA-AS Kyivski Telekomunikatsiyni Merezhi LLC",UA
77.122.0.0/17,"VOLIA-AS Kyivski Telekomunikatsiyni Merezhi LLC",UA
77.125.64.0/18,"GOLDENLINES-ASN 012 Smile Communications Ltd.",IL
77.164.0.0/14,"KPN KPN Internet Solutions",EU
77.173.0.0/16,"TISNL-BACKBONE KPN B.V.",NL
77.192.0.0/12,"LDCOMNET Societe Francaise du Radiotelephone S.A",FR
77.221.128.0/19,"INFOBOX-AS ZAO _National Telecommunications_",RU
77.222.128.0/19,"DATAGROUP PRIVATE JOINT STOCK COMPANY _DATAGROUP_",UA
77.222.144.0/20,"DATAGROUP PRIVATE JOINT STOCK COMPANY _DATAGROUP_",UA
77.222.40.0/22,"SWEB-AS SpaceWeb Ltd",RU
77.223.128.0/20,"NETDIREKT-AS Netdirekt A.S.",TR
77.232.224.0/19,"ASN-LRNC L&R Network Consulting",DE
77.232.64.0/19,"SERVAGE Servage GmbH",DE
77.233.160.0/19,"COMLINE-AS PJSC MegaFon",RU
77.234.83.0/24,"DIGICABLE DIGI Tavkozlesi es Szolgaltato Kft.",HU
77.239.64.0/19,"TLR-AS Telrad doo",BA
77.244.112.0/20,"AZERFON Azerfon AS",AZ
77.245.148.0/24,"NETDIREKT-AS Netdirekt A.S.",TR
77.246.188.0/24,"BITNAP MBA DATACENTERS S.L.",ES
77.247.176.0/21,"NFORCE NFOrce Entertainment BV",NL
77.247.181.160/28,"NFORCE NFOrce Entertainment BV",NL
77.248.0.0/14,"LGI-UPC Liberty Global Operations B.V.",AT
77.29.128.0/18,"MT-AS-OWN Makedonski Telekom AD-Skopje",MK
77.31.0.0/16,"SAUDINETSTC-AS Saudi Telecom Company JSC",SA
77.34.112.0/21,"ROSTELECOM-AS PJSC Rostelecom",RU
77.40.116.0/23,"VTK-AS PJSC Rostelecom",RU
77.40.16.0/20,"MARTELCOM-AS PJSC Rostelecom",RU
77.40.32.0/19,"MARTELCOM-AS PJSC Rostelecom",RU
77.40.64.0/20,"MARTELCOM-AS PJSC Rostelecom",RU
77.40.8.0/21,"MARTELCOM-AS PJSC Rostelecom",RU
77.42.0.0/17,"E4A-AS E4A s.r.l.",IT
77.45.0.0/17,,
77.47.216.0/24,,
77.48.128.0/17,"LGI-UPC Liberty Global Operations B.V.",AT
77.50.128.0/17,"STARLINK-AS Media Ltd",RU
77.51.0.0/16,"CTCNET-AS PJSC Rostelecom",RU
77.52.0.0/16,"UMC-AS PrJSC _MTS UKRAINE_",UA
77.66.0.0/17,"NGDC NetGroup A/S",DK
77.68.128.0/17,"BBN Bredbaand Nord A/S",DK
77.69.0.0/18,"CYTA-NETWORK Cyprus Telecommunications Authority",CY
77.70.144.0/20,"TAIDE-EMEA Astrium Services Enterprises AS",LT
77.72.200.0/21,"GYRON ====",GB
77.75.74.0/24,"SEZNAM-CZ Seznam.cz, a.s.",CZ
77.75.76.0/23,"SEZNAM-CZ Seznam.cz, a.s.",CZ
77.75.78.0/23,"SEZNAM-CZ Seznam.cz, a.s.",CZ
77.84.0.0/16,"IRIS64-AS IRIS 64",FR
77.87.192.0/21,"MIROHOST Internet Invest Ltd.",UA
77.87.40.0/21,"SEVENUP-NET PE Wadim Khomenko Oleksandrovich",UA
77.89.192.0/18,"ASN-OMD-FNO Orange Moldova SA",MD
77.91.128.0/18,"ASN-TSUKRAINE _Telesystems of Ukraine_ LLC",UA
77.92.102.0/24,"TEKNOTEL-AS TEKNOTEL TELEKOMUNIKASYON SANAYI VE TICARET A.S.",TR
77.92.134.0/24,"SADECEHOSTING-COM Hosting Internet Hizmetleri Sanayi ve Ticaret Anonim Sirketi",TR
77.92.139.0/24,"SADECEHOSTING-COM Hosting Internet Hizmetleri Sanayi ve Ticaret Anonim Sirketi",TR
77.93.110.0/23,"SRDV-AS CJSC _COMSTAR-REGIONS_",RU
77.93.192.0/19,"MASTER-AS Master Internet s.r.o",CZ
77.94.248.0/21,NO_N,ZZ
78.109.24.96/29,"HOSTING-AS Tehnologii Budushego LLC",UA
78.110.48.0/20,"OLD-HT-SYSTEMS-AS JSC Hosting Telesystems autonomous system",RU
78.111.184.0/21,"INTERTELECOM Intertelecom Ltd",UA
78.128.92.0/24,NO_N,ZZ
78.134.0.0/17,"NGI-AS NGI SpA",IT
78.137.0.0/19,"MCLAUT-AS LLC _McLaut-Invest_",UA
78.137.36.0/22,"MCLAUT-AS LLC _McLaut-Invest_",UA
78.138.96.0/22,"INETBONE-AS PlusServer AG",DE
78.144.0.0/13,"OPALTELECOM-AS TalkTalk Communications Limited",GB
78.157.192.0/19,"UKSERVERS-AS UK Dedicated Servers Limited",GB
78.181.128.0/17,"TTNET Turk Telekomunikasyon Anonim Sirketi",TR
78.184.0.0/16,"TTNET Turk Telekomunikasyon Anonim Sirketi",TR
78.187.0.0/17,"TTNET Turk Telekomunikasyon Anonim Sirketi",TR
78.188.128.0/21,"TTNET Turk Telekomunikasyon Anonim Sirketi",TR
78.188.136.0/22,"TTNET Turk Telekomunikasyon Anonim Sirketi",TR
78.188.140.0/23,"TTNET Turk Telekomunikasyon Anonim Sirketi",TR
78.192.0.0/11,"PROXAD Free SAS",FR
78.224.0.0/11,"PROXAD Free SAS",FR
78.24.48.0/22,"MEDIANET-AS MEDIANET GROUP SRL",MD
78.24.8.0/21,"VSHOSTING VSHosting s.r.o.",CZ
78.26.192.0/18,"RENOME-AS LLC Renome-Service",UA
78.30.192.0/19,"SEVSTAR Lancom Ltd.",UA
78.4.0.0/16,"BT-ITALIA BT Italia S.p.A.",IT
78.46.0.0/15,"HETZNER-AS Hetzner Online GmbH",DE
78.47.155.192/28,"HETZNER-AS Hetzner Online GmbH",DE
78.58.144.0/20,"TEOLTAB TEO LT, AB",LT
78.6.0.0/16,"BT-ITALIA BT Italia S.p.A.",IT
78.85.160.0/19,"UDMVT-AS PJSC Rostelecom",RU
78.90.118.0/23,"MEGALAN MOBILTEL EAD",BG
78.93.0.0/16,"AWALNET-ASN ARABIAN INTERNET & COMMUNICATIONS SERVICES CO.LTD",SA
78.98.0.0/15,"Slovak Telecom, a. s.",SK
79.0.0.0/15,"ASN-IBSNAZ Telecom Italia S.p.a.",IT
79.101.0.0/16,"TELEKOM-AS TELEKOM SRBIJA a.d.",RS
79.110.17.0/24,NO_N,ZZ
79.110.18.0/24,NO_N,ZZ
79.110.19.0/24,NO_N,ZZ
79.110.25.0/24,NO_N,ZZ
79.112.0.0/13,"RCS-RDS RCS & RDS SA",RO
79.133.204.128/29,"ETOP-AS eTOP sp. z o.o.",PL
79.133.217.240/28,"ETOP-AS eTOP sp. z o.o.",PL
79.134.216.0/22,"OBIT-AS _OBIT_ Ltd.",RU
79.141.160.0/24,"KAIAGLOBAL-AS Kaia Global Networks Ltd.",EU
79.142.66.0/25,"ALTUSHOST-NET AltusHost B.V.",NL
79.142.66.128/27,"ALTUSHOST-NET AltusHost B.V.",NL
79.142.66.160/29,"ALTUSHOST-NET AltusHost B.V.",NL
79.142.66.168/30,"ALTUSHOST-NET AltusHost B.V.",NL
79.142.66.172/32,"ALTUSHOST-NET AltusHost B.V.",NL
79.143.178.0/23,"CONTABO Contabo GmbH",DE
79.145.0.0/16,"TELEFONICA_DE_ESPANA TELEFONICA DE ESPANA",ES
79.146.0.0/16,"TELEFONICA_DE_ESPANA TELEFONICA DE ESPANA",ES
79.160.0.0/15,"ALTIBOX_AS Altibox AS",NO
79.161.35.192/26,"ALTIBOX_AS Altibox AS",NO
79.168.192.0/18,"NOS_COMUNICACOES NOS COMUNICACOES, S.A.",PT
79.170.40.0/21,"AS20738 Webfusion Internet Solutions",GB
79.171.32.0/21,"IOMART-AS Iomart",GB
79.172.192.0/18,"DENINET-HU-AS Deninet KFT",HU
79.172.237.0/24,"SIGMANET-HU-AS SigmaNet Szolgaltato es Kereskedelm Ltd",HU
79.177.128.0/20,"BEZEQ-INTERNATIONAL-AS Bezeq International-Ltd",IL
79.178.48.0/20,"BEZEQ-INTERNATIONAL-AS Bezeq International-Ltd",IL
79.18.0.0/15,"ASN-IBSNAZ Telecom Italia S.p.a.",IT
79.20.0.0/15,"ASN-IBSNAZ Telecom Italia S.p.a.",IT
79.26.0.0/15,"ASN-IBSNAZ Telecom Italia S.p.a.",IT
79.30.0.0/15,"ASN-IBSNAZ Telecom Italia S.p.a.",IT
79.32.0.0/15,"ASN-IBSNAZ Telecom Italia S.p.a.",IT
79.36.0.0/15,"ASN-IBSNAZ Telecom Italia S.p.a.",IT
79.4.0.0/16,"ASN-IBSNAZ Telecom Italia S.p.a.",IT
79.42.0.0/15,"ASN-IBSNAZ Telecom Italia S.p.a.",IT
79.50.0.0/15,"ASN-IBSNAZ Telecom Italia S.p.a.",IT
79.62.0.0/16,"ASN-IBSNAZ Telecom Italia S.p.a.",IT
79.98.104.0/21,NO_N,ZZ
79.99.0.0/21,"GLESYS-AS GleSYS Internet Services AB",SE
8.29.198.0/24,"FEEDLY-DEVHD DEVHD, INC.",GB
8.36.226.0/23,NO_N,ZZ
8.37.224.0/24,"QUANTIL - QUANTIL, INC",US
80.110.0.0/16,"LGI-UPC Liberty Global Operations B.V.",AT
80.172.0.0/17,"CLARANET-AS ClaraNET LTD",GB
80.18.0.0/15,"ASN-IBSNAZ Telecom Italia S.p.a.",IT
80.196.0.0/14,"TDC TDC A/S",DK
80.220.0.0/14,"TSF-IP-CORE TeliaSonera Finland Oyj",EU
80.222.0.0/15,"TSF-IP-CORE TeliaSonera Finland Oyj",EU
80.231.0.0/16,"AS6453 - TATA COMMUNICATIONS (AMERICA) INC",US
80.234.0.0/17,"PJSC Rostelecom",RU
80.237.128.0/17,"HOSTEUROPE-AS Host Europe GmbH",DE
80.24.0.0/16,"TELEFONICA_DE_ESPANA TELEFONICA DE ESPANA",ES
80.241.214.0/23,"CONTABO Contabo GmbH",DE
80.242.32.0/21,"GAYA-AS Gaya, s.r.o.",SK
80.244.160.0/20,"INTERSPACE-AS Interspace Ltd.",IL
80.244.160.0/22,"INTERSPACE-AS Interspace Ltd.",IL
80.250.208.0/22,"WILAND-AS Wiland Ltd",RU
80.252.240.0/20,"WILDPARK-AS WildPark Co",UA
80.255.160.0/20,"BT Global Services Luxembourg S.a.r.l",LU
80.26.152.0/21,"TELEFONICA_DE_ESPANA TELEFONICA DE ESPANA",ES
80.32.0.0/14,"TELEFONICA_DE_ESPANA TELEFONICA DE ESPANA",ES
80.40.0.0/13,"TISCALI-UK Tiscali UK Limited",GB
80.48.0.0/13,"TPNET Orange Polska Spolka Akcyjna",PL
80.56.0.0/15,"LGI-UPC Liberty Global Operations B.V.",AT
80.59.0.0/16,"TELEFONICA_DE_ESPANA TELEFONICA DE ESPANA",ES
80.60.224.0/19,"KPN KPN Internet Solutions",EU
80.65.63.0/24,"FASTHOST-AS Availo AS",NO
80.69.160.0/21,"SIGMATIC Sigmatic Oy",FI
80.69.48.0/20,"AZTELEKOM Azerbaijan Telecomunication ISP",AZ
80.79.112.0/20,"WAVECOM-AS WaveCom AS",EE
80.80.163.168/29,"IPKO-AS Ipko Telecommunications LLC",AL
80.80.96.0/19,"KR-ROSTOV Mobile TeleSystems Public Joint Stock Company",RU
80.82.65.0/24,"ECATEL-AS Ecatel LTD",NL
80.86.80.0/20,"PLUSSERVER-AS PlusServer AG",DE
80.87.202.0/24,"ISPSYSTEM-AS JSC _ISPsystem_",LU
80.89.191.0/24,"IncoNet Data Management sal",LB
80.91.160.0/19,"DATAGROUP PRIVATE JOINT STOCK COMPANY _DATAGROUP_",UA
80.93.221.128/25,"SADECEHOSTING-COM Hosting Internet Hizmetleri Sanayi ve Ticaret Anonim Sirketi",TR
80.93.62.0/24,"PETERHOST-MOSCOW JSC _RU-CENTER_",RU
81.0.192.0/18,"CASABLANCA-AS Casablanca INT",CZ
81.11.128.0/17,"BELGACOM-SKYNET-AS Proximus NV",BE
81.128.0.0/11,"BT-UK-AS BT Public Internet Service",GB
81.140.128.0/19,"PLUSNET PlusNet plc.",GB
81.163.128.0/19,"DIDAN-AS Didan Group LTD",UA
81.169.128.0/17,"STRATO STRATO AG",DE
81.169.128.0/20,"STRATO STRATO AG",DE
81.169.144.0/22,"STRATO STRATO AG",DE
81.169.148.0/24,"STRATO STRATO AG",DE
81.169.157.0/24,"STRATO STRATO AG",DE
81.169.158.0/23,"STRATO STRATO AG",DE
81.169.160.0/20,"STRATO STRATO AG",DE
81.169.176.0/21,"STRATO STRATO AG",DE
81.169.184.0/22,"STRATO STRATO AG",DE
81.169.188.0/24,"STRATO STRATO AG",DE
81.169.192.0/18,"STRATO STRATO AG",DE
81.17.16.0/20,"PLI-AS Private Layer INC",CH
81.176.0.0/16,"RTCOMM-AS OJSC RTComm.RU",RU
81.177.128.0/19,"RTCOMM-AS OJSC RTComm.RU",RU
81.177.160.0/20,"RTCOMM-AS OJSC RTComm.RU",RU
81.177.180.0/23,"RTCOMM-AS OJSC RTComm.RU",RU
81.177.48.0/21,"RTCOMM-AS OJSC RTComm.RU",RU
81.18.150.0/24,"TTKNN-AS Closed Joint Stock Company TransTeleCom",RU
81.18.208.0/20,"LGI-UPC Liberty Global Operations B.V.",AT
81.182.0.0/15,"HTC-AS Magyar Telekom Plc.",HU
81.19.176.0/20,"UKNOC-AS UKDedicated LTD",GB
81.19.224.0/19,"JAYNET Jay.net A/S",DK
81.196.78.0/23,"RCS-RDS RCS & RDS SA",RO
81.207.0.0/17,"KPN KPN Internet Solutions",EU
81.21.67.0/24,"AS20738 Webfusion Internet Solutions",GB
81.214.0.0/17,"TTNET Turk Telekomunikasyon Anonim Sirketi",TR
81.240.0.0/14,"BELGACOM-SKYNET-AS Proximus NV",BE
81.27.208.0/20,"GlobalConnect a/s",DK
81.27.64.0/19,"C4L-AS Connexions4London Ltd",GB
81.29.208.0/20,"TELECITY-LON TELECITYGROUP INTERNATIONAL LIMITED",GB
81.31.32.0/20,"MASTER-AS Master Internet s.r.o",CZ
81.4.113.0/28,"ASN-PROSERVE ProServe B.V.",NL
81.5.128.0/18,"ECLIPSE KCOM GROUP PLC",GB
81.61.128.0/18,"ONO-AS VODAFONE ONO, S.A.",ES
81.64.0.0/14,"ASN-NUMERICABLE NC Numericable S.A.",FR
81.7.96.0/21,"TEOLTAB TEO LT, AB",LT
81.84.0.0/16,"NOS_COMUNICACOES NOS COMUNICACOES, S.A.",PT
81.84.192.0/18,"NOS_COMUNICACOES NOS COMUNICACOES, S.A.",PT
81.88.192.0/20,"TRANSFER-AS Transfer Ltd",KG
81.88.48.0/20,"REGISTER-AS Register.IT S.p.A.",IT
81.88.49.0/25,"REGISTER-AS Register.IT S.p.A.",IT
81.89.96.0/20,"ISPPRO-AS ISPpro Internet KG",DE
81.89.96.88/29,"ISPPRO-AS ISPpro Internet KG",DE
81.91.80.0/20,"WEB4U AS of Web4U",CZ
81.95.0.0/20,NO_N,ZZ
81.95.96.0/20,"GLOBE-AS ACTIVE 24, s.r.o.",CZ
82.103.128.0/18,"EASYSPEEDY-AS EasySpeedy Danmark ApS",DK
82.112.32.0/19,"KTEL-AS K Telecom Ltd.",RU
82.113.96.0/20,"O2-GERMANY-AS Telefonica Germany GmbH & Co.OHG",DE
82.118.16.0/21,"ITLAS ITL Company",UA
82.126.0.0/16,"AS3215 Orange S.A.",FR
82.135.232.0/22,"TEOLTAB TEO LT, AB",LT
82.140.133.0/24,"LRTC-AS SC _Lithuanian Radio and TV Center_",LT
82.145.0.0/19,"VERSATEL Versatel Deutschland GmbH",DE
82.145.32.0/19,"IOMART-AS Iomart",GB
82.146.32.0/21,"ISPSYSTEM-AS JSC _ISPsystem_",LU
82.146.36.0/23,"ISPSYSTEM-AS JSC _ISPsystem_",LU
82.146.38.0/23,"ISPSYSTEM-AS JSC _ISPsystem_",LU
82.146.40.0/21,"ISPSYSTEM-AS JSC _ISPsystem_",LU
82.146.52.0/22,"ISPSYSTEM-AS JSC _ISPsystem_",LU
82.150.140.0/22,"RADIK-AS Radik B.V.",NL
82.154.0.0/15,"MEO-RESIDENCIAL MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.",PT
82.160.134.0/24,NO_N,ZZ
82.163.78.0/23,"UK2NET-AS UK2 - Ltd",GB
82.165.0.0/16,"ONEANDONE-AS 1&1 Internet AG",DE
82.165.144.0/21,"ONEANDONE-AS 1&1 Internet AG",DE
82.165.152.0/22,"ONEANDONE-AS 1&1 Internet AG",DE
82.165.156.0/23,"ONEANDONE-AS 1&1 Internet AG",DE
82.168.0.0/14,"TISNL-BACKBONE KPN B.V.",NL
82.193.96.0/19,"ASN-ASIPN ZAT _Industrial Media Network_",UA
82.207.0.0/17,"UKRTELNET JSC UKRTELECOM",UA
82.207.92.0/24,"UKRTELNET JSC UKRTELECOM",UA
82.208.76.0/24,"NMTS-AS PJSC Rostelecom",RU
82.210.0.0/18,"DE-WORLDBONE-AS Webplus24 GmbH",DE
82.211.0.0/18,"ACCELERATED-IT Accelerated IT Services GmbH",DE
82.220.34.0/24,"SOLNET BSE Software GmbH",CH
82.221.105.0/24,"THORDC-AS THOR Data Center ehf",IS
82.221.240.0/20,"IS-365NET 365 - midlar ehf",IS
82.223.56.0/21,"AS_ARSYS-EURO-1 ARSYS INTERNET S.L.",ES
82.224.0.0/11,"PROXAD Free SAS",FR
82.240.0.0/12,"PROXAD Free SAS",FR
82.44.0.0/15,"NTL Virgin Media Limited",GB
82.55.128.0/17,"ASN-IBSNAZ Telecom Italia S.p.a.",IT
82.61.0.0/16,"ASN-IBSNAZ Telecom Italia S.p.a.",IT
82.64.0.0/14,"PROXAD Free SAS",FR
