cidr	origin	asname	country
74.50.0.0/24	15244	"Lunar Pages"	US
74.50.1.0/24	15244	"Lunar Pages"	US
74.50.11.0/24	15244	"Lunar Pages"	US
74.50.13.0/24	15244	"Lunar Pages"	US
74.50.14.0/24	15244	"Lunar Pages"	US
74.50.16.0/23	15244	"Lunar Pages"	US
74.50.19.0/24	15244	"Lunar Pages"	US
74.50.20.0/24	15244	"Lunar Pages"	US
74.50.21.0/24	15244	"Lunar Pages"	US
74.50.22.0/23	15244	"Lunar Pages"	US
74.50.24.0/24	15244	"Lunar Pages"	US
74.50.25.0/24	15244	"Lunar Pages"	US
74.50.26.0/24	15244	"Lunar Pages"	US
74.50.27.0/24	15244	"Lunar Pages"	US
74.50.28.0/24	15244	"Lunar Pages"	US
74.50.29.0/24	15244	"Lunar Pages"	US
74.50.3.0/24	15244	"Lunar Pages"	US
74.50.30.0/24	15244	"Lunar Pages"	US
74.50.31.0/24	15244	"Lunar Pages"	US
74.50.4.0/24	15244	"Lunar Pages"	US
74.50.5.0/24	15244	"Lunar Pages"	US
74.50.6.0/24	15244	"Lunar Pages"	US
74.50.7.0/24	15244	"Lunar Pages"	US
74.50.8.0/24	15244	"Lunar Pages"	US
74.50.9.0/24	15244	"Lunar Pages"	US
74.63.101.0/24	174	"Cogent Communications"	US
74.63.103.0/24	6461	"Abovenet Communications, Inc"	US
74.63.104.0/24	6461	"Abovenet Communications, Inc"	US
74.63.105.0/24	174	"Cogent Communications"	US
74.63.108.0/24	6461	"Abovenet Communications, Inc"	US
74.63.109.0/24	174	"Cogent Communications"	US
74.63.110.0/24	6461	"Abovenet Communications, Inc"	US
74.63.111.0/24	174	"Cogent Communications"	US
74.63.112.0/24	174	"Cogent Communications"	US
74.63.113.0/24	6461	"Abovenet Communications, Inc"	US
74.63.116.0/23	174	"Cogent Communications"	US
74.63.118.0/24	174	"Cogent Communications"	US
74.63.119.0/24	6461	"Abovenet Communications, Inc"	US
74.63.120.0/24	6461	"Abovenet Communications, Inc"	US
74.63.122.0/23	174	"Cogent Communications"	US
74.63.124.0/24	6461	"Abovenet Communications, Inc"	US
74.63.192.0/18	46475	"Limestone Networks, Inc."	US
74.63.64.0/18	174	"Cogent Communications"	US
74.63.64.0/22	174	"Cogent Communications"	US
74.63.68.0/23	174	"Cogent Communications"	US
74.63.70.0/24	174	"Cogent Communications"	US
74.63.71.0/24	174	"Cogent Communications"	US
74.63.72.0/23	174	"Cogent Communications"	US
74.63.75.0/24	174	"Cogent Communications"	US
74.63.76.0/24	6461	"Abovenet Communications, Inc"	US
74.63.77.0/24	6461	"Abovenet Communications, Inc"	US
74.63.79.0/24	174	"Cogent Communications"	US
74.63.80.0/24	6461	"Abovenet Communications, Inc"	US
74.63.81.0/24	6461	"Abovenet Communications, Inc"	US
74.63.82.0/24	6461	"Abovenet Communications, Inc"	US
74.63.83.0/24	6461	"Abovenet Communications, Inc"	US
74.63.84.0/22	174	"Cogent Communications"	US
74.63.88.0/22	174	"Cogent Communications"	US
74.63.92.0/23	174	"Cogent Communications"	US
74.63.95.0/24	6461	"Abovenet Communications, Inc"	US
74.63.97.0/24	174	"Cogent Communications"	US
74.63.99.0/24	174	"Cogent Communications"	US
74.8.0.0/14	7029	"Windstream Communications Inc"	US
74.80.128.0/18	12260	Colostore.com	US
74.82.3.0/24	6939	"Hurricane Electric, Inc."	US
75.101.128.0/17	14618	"Amazon.com, Inc."	US
75.102.0.0/18	23352	"Server Central Network"	US
75.102.10.0/24	36352	ColoCrossing	US
75.102.27.0/24	36352	ColoCrossing	US
75.102.34.0/24	36352	ColoCrossing	US
75.102.38.0/23	36352	ColoCrossing	US
75.119.192.0/19	26347	"New Dream Network, LLC"	US
75.119.208.0/20	26347	"New Dream Network, LLC"	US
75.126.0.0/20	36351	"SoftLayer Technologies Inc."	US
75.126.32.0/20	36351	"SoftLayer Technologies Inc."	US
75.126.64.0/20	36351	"SoftLayer Technologies Inc."	US
75.127.0.0/20	36352	ColoCrossing	US
75.127.0.0/24	36352	ColoCrossing	US
75.127.1.0/24	36352	ColoCrossing	US
75.127.10.0/23	36352	ColoCrossing	US
75.127.12.0/23	36352	ColoCrossing	US
75.127.14.0/23	36352	ColoCrossing	US
75.127.2.0/23	36352	ColoCrossing	US
75.127.5.0/24	36352	ColoCrossing	US
75.127.6.0/23	36352	ColoCrossing	US
75.127.72.0/24	3595	"Global Net Access, LLC"	US
75.127.8.0/23	36352	ColoCrossing	US
75.127.96.0/21	3595	"Global Net Access, LLC"	US
75.132.0.0/16	20115	"Charter Communications"	US
75.134.128.0/19	20115	"Charter Communications"	US
75.144.0.0/13	7922	"Comcast Cable Communications, Inc."	US
75.160.0.0/12	209	"Qwest Communications Company, LLC"	US
75.185.0.0/16	10796	"Time Warner Cable Internet LLC"	US
75.72.0.0/15	7922	"Comcast Cable Communications, Inc."	US
75.74.0.0/16	7922	"Comcast Cable Communications, Inc."	US
75.82.0.0/15	20001	"Time Warner Cable Internet LLC"	US
75.88.0.0/14	7029	"Windstream Communications Inc"	US
75.98.16.0/24	13768	"Peer 1 Network (USA) Inc."	CA
75.98.160.0/20	55293	"A2 Hosting, Inc."	US
75.98.48.0/21	12179	"Internap Network Services Corporation"	US
75.99.0.0/16	6128	"Cablevision Systems Corp."	US
76.1.224.0/19	6222	"Embarq Corporation"	US
76.12.0.0/16	20021	HostMySite	US
76.16.0.0/12	7922	"Comcast Cable Communications, Inc."	US
76.162.0.0/15	32392	"Ecommerce Corporation"	US
76.73.0.0/17	6461	"Abovenet Communications, Inc"	US
76.73.1.0/24	174	"Cogent Communications"	US
76.73.10.0/23	174	"Cogent Communications"	US
76.73.100.0/24	6461	"Abovenet Communications, Inc"	US
76.73.101.0/24	174	"Cogent Communications"	US
76.73.102.0/23	174	"Cogent Communications"	US
76.73.104.0/24	174	"Cogent Communications"	US
76.73.106.0/24	174	"Cogent Communications"	US
76.73.107.0/24	174	"Cogent Communications"	US
76.73.108.0/23	174	"Cogent Communications"	US
76.73.113.0/24	6461	"Abovenet Communications, Inc"	US
76.73.114.0/23	174	"Cogent Communications"	US
76.73.116.0/23	174	"Cogent Communications"	US
76.73.118.0/24	174	"Cogent Communications"	US
76.73.119.0/24	6461	"Abovenet Communications, Inc"	US
76.73.12.0/24	174	"Cogent Communications"	US
76.73.120.0/24	6461	"Abovenet Communications, Inc"	US
76.73.122.0/23	174	"Cogent Communications"	US
76.73.124.0/24	6461	"Abovenet Communications, Inc"	US
76.73.125.0/24	6461	"Abovenet Communications, Inc"	US
76.73.126.0/24	6461	"Abovenet Communications, Inc"	US
76.73.127.0/24	6461	"Abovenet Communications, Inc"	US
76.73.13.0/24	6461	"Abovenet Communications, Inc"	US
76.73.14.0/24	6461	"Abovenet Communications, Inc"	US
76.73.15.0/24	6461	"Abovenet Communications, Inc"	US
76.73.16.0/24	6461	"Abovenet Communications, Inc"	US
76.73.17.0/24	6461	"Abovenet Communications, Inc"	US
76.73.18.0/24	6461	"Abovenet Communications, Inc"	US
76.73.19.0/24	174	"Cogent Communications"	US
76.73.2.0/24	174	"Cogent Communications"	US
76.73.20.0/23	174	"Cogent Communications"	US
76.73.22.0/24	174	"Cogent Communications"	US
76.73.25.0/24	174	"Cogent Communications"	US
76.73.26.0/23	174	"Cogent Communications"	US
76.73.28.0/24	174	"Cogent Communications"	US
76.73.3.0/24	174	"Cogent Communications"	US
76.73.30.0/23	174	"Cogent Communications"	US
76.73.35.0/24	174	"Cogent Communications"	US
76.73.36.0/22	174	"Cogent Communications"	US
76.73.4.0/24	174	"Cogent Communications"	US
76.73.40.0/22	174	"Cogent Communications"	US
76.73.44.0/22	174	"Cogent Communications"	US
76.73.48.0/23	174	"Cogent Communications"	US
76.73.5.0/24	174	"Cogent Communications"	US
76.73.50.0/24	174	"Cogent Communications"	US
76.73.51.0/24	6461	"Abovenet Communications, Inc"	US
76.73.52.0/24	174	"Cogent Communications"	US
76.73.54.0/23	174	"Cogent Communications"	US
76.73.57.0/24	174	"Cogent Communications"	US
76.73.58.0/24	174	"Cogent Communications"	US
76.73.59.0/24	6461	"Abovenet Communications, Inc"	US
76.73.6.0/23	174	"Cogent Communications"	US
76.73.60.0/24	6461	"Abovenet Communications, Inc"	US
76.73.61.0/24	6461	"Abovenet Communications, Inc"	US
76.73.62.0/24	174	"Cogent Communications"	US
76.73.64.0/24	174	"Cogent Communications"	US
76.73.66.0/23	174	"Cogent Communications"	US
76.73.69.0/24	174	"Cogent Communications"	US
76.73.71.0/24	174	"Cogent Communications"	US
76.73.72.0/24	174	"Cogent Communications"	US
76.73.74.0/24	174	"Cogent Communications"	US
76.73.75.0/24	174	"Cogent Communications"	US
76.73.76.0/23	174	"Cogent Communications"	US
76.73.76.0/24	174	"Cogent Communications"	US
76.73.77.0/24	174	"Cogent Communications"	US
76.73.78.0/24	174	"Cogent Communications"	US
76.73.8.0/24	174	"Cogent Communications"	US
76.73.80.0/24	174	"Cogent Communications"	US
76.73.82.0/24	174	"Cogent Communications"	US
76.73.83.0/24	174	"Cogent Communications"	US
76.73.84.0/24	6461	"Abovenet Communications, Inc"	US
76.73.85.0/24	6461	"Abovenet Communications, Inc"	US
76.73.86.0/23	174	"Cogent Communications"	US
76.73.88.0/22	174	"Cogent Communications"	US
76.73.9.0/24	174	"Cogent Communications"	US
76.73.94.0/24	174	"Cogent Communications"	US
76.73.96.0/24	6461	"Abovenet Communications, Inc"	US
76.73.99.0/24	6461	"Abovenet Communications, Inc"	US
76.74.128.0/20	13768	"Peer 1 Network (USA) Inc."	CA
76.74.144.0/22	13768	"Peer 1 Network (USA) Inc."	US
76.74.148.0/22	13768	"Peer 1 Network (USA) Inc."	US
76.74.152.0/21	13768	"Peer 1 Network (USA) Inc."	US
76.74.161.0/24	13768	"Peer 1 Network (USA) Inc."	US
76.74.164.0/23	13768	"Peer 1 Network (USA) Inc."	US
76.74.166.0/23	13768	"Peer 1 Network (USA) Inc."	US
76.74.168.0/21	13768	"Peer 1 Network (USA) Inc."	US
76.74.176.0/22	13768	"Peer 1 Network (USA) Inc."	IN
76.74.180.0/22	13768	"Peer 1 Network (USA) Inc."	US
76.74.184.0/22	13768	"Peer 1 Network (USA) Inc."	CA
76.74.192.0/22	13768	"Peer 1 Network (USA) Inc."	CA
76.74.198.0/23	13768	"Peer 1 Network (USA) Inc."	US
76.74.200.0/22	13768	"Peer 1 Network (USA) Inc."	US
76.74.204.0/22	13768	"Peer 1 Network (USA) Inc."	US
76.74.212.0/22	13768	"Peer 1 Network (USA) Inc."	US
76.74.216.0/22	13768	"Peer 1 Network (USA) Inc."	US
76.74.220.0/22	13768	"Peer 1 Network (USA) Inc."	US
76.74.224.0/22	13768	"Peer 1 Network (USA) Inc."	CA
76.74.228.0/22	13768	"Peer 1 Network (USA) Inc."	CA
76.74.232.0/22	13768	"Peer 1 Network (USA) Inc."	US
76.74.236.0/22	13768	"Peer 1 Network (USA) Inc."	US
76.74.240.0/22	13768	"Peer 1 Network (USA) Inc."	US
76.74.244.0/22	13768	"Peer 1 Network (USA) Inc."	CA
76.74.248.0/21	13768	"Peer 1 Network (USA) Inc."	US
76.77.144.0/21	20013	"CyrusOne LLC"	US
76.77.148.0/24	20013	"CyrusOne LLC"	US
76.77.152.0/22	20013	"CyrusOne LLC"	US
76.77.154.0/23	20013	"CyrusOne LLC"	US
76.77.156.0/22	20013	"CyrusOne LLC"	US
76.8.16.0/20	11051	"Cyberverse, Inc."	US
76.9.0.0/19	23393	"ISPrime, Inc."	GB
76.96.0.0/11	7922	"Comcast Cable Communications, Inc."	US
77.100.0.0/15	5089	"Virgin Media Limited"	GB
77.104.192.0/18	39906	"CoProSys a.s."	CZ
77.105.0.0/19	9125	"Drustvo za telekomunikacije Orion telekom doo Beograd, Gandijeva 76a"	RS
77.105.192.0/18	35706	"Net at Once Sweden AB"	SE
77.105.64.0/18	42621	"LPOnet Oy"	FI
77.109.128.0/18	13030	"Init7 (Switzerland) Ltd."	CH
77.109.141.136/29	13030	"Init7 (Switzerland) Ltd."	CH
77.120.128.0/18	25229	"Kyivski Telekomunikatsiyni Merezhi LLC"	UA
77.122.0.0/17	25229	"Kyivski Telekomunikatsiyni Merezhi LLC"	UA
77.125.64.0/18	9116	"012 Smile Communications Ltd."	IL
77.164.0.0/14	1136	"KPN B.V."	NL
77.173.0.0/16	5615	"KPN B.V."	NL
77.192.0.0/12	15557	"Societe Francaise du Radiotelephone S.A"	FR
77.221.128.0/19	30968	"ZAO National Telecommunications"	RU
77.221.144.0/24	60781	"LeaseWeb Netherlands B.V."	RU
77.221.146.0/23	60781	"LeaseWeb Netherlands B.V."	RU
77.222.128.0/19	21219	"PRIVATE JOINT STOCK COMPANY DATAGROUP"	UA
77.222.144.0/20	21219	"PRIVATE JOINT STOCK COMPANY DATAGROUP"	UA
77.222.40.0/22	44112	"SpaceWeb Ltd"	RU
77.223.128.0/20	43391	"Netdirekt A.S."	TR
77.223.144.0/23	28753	"Leaseweb Deutschland GmbH"	TR
77.232.224.0/19	42102	"L&R Network Consulting"	DE
77.232.64.0/19	29671	"Servage GmbH"	EU
77.233.160.0/19	29648	"PJSC MegaFon"	RU
77.234.83.0/24	20845	"DIGI Tavkozlesi es Szolgaltato Kft."	HU
77.239.64.0/19	42571	"Telrad doo"	BA
77.244.112.0/20	42779	"Azerfon AS"	AZ
77.245.148.0/24	42868	"Niobe Bilisim Teknolojileri Yazilim San. Tic. Ltd. Sti."	TR
77.246.188.0/24	43578	"MBA DATACENTERS S.L."	ES
77.247.176.0/21	43350	"NFOrce Entertainment BV"	NL
77.247.181.160/28	43350	"NFOrce Entertainment BV"	NL
77.248.0.0/14	6830	"Liberty Global Operations B.V."	NL
77.29.128.0/18	6821	"Makedonski Telekom AD-Skopje"	MK
77.31.0.0/16	25019	"Saudi Telecom Company JSC"	SA
77.34.112.0/21	12389	"PJSC Rostelecom"	RU
77.40.116.0/23	43975	"PJSC Rostelecom"	RU
77.40.16.0/20	5591	"PJSC Rostelecom"	RU
77.40.32.0/19	5591	"PJSC Rostelecom"	RU
77.40.64.0/20	5591	"PJSC Rostelecom"	RU
77.40.8.0/21	5591	"PJSC Rostelecom"	RU
77.42.0.0/17	34695	"E4A s.r.l."	IT
77.45.0.0/17	35191	"ASTA-NET S.A."	PL
77.47.216.0/24	25500	"Association of users of Ukrainian Research & Academic Network URAN"	UA
77.48.128.0/17	6830	"Liberty Global Operations B.V."	CZ
77.50.128.0/17	34602	"Media Ltd"	RU
77.51.0.0/16	25515	"PJSC Rostelecom"	RU
77.52.0.0/16	21497	"PrJSC MTS UKRAINE"	UA
77.66.0.0/17	16245	"NetGroup A/S"	DK
77.68.128.0/17	42355	"Bredbaand Nord A/S"	DK
77.69.0.0/18	6866	"Cyprus Telecommunications Authority"	GR
77.70.144.0/20	5377	"Astrium Services Enterprises AS"	FR
77.72.200.0/21	29017	"Gyron Internet Ltd"	GB
77.75.74.0/24	43037	"Seznam.cz, a.s."	CZ
77.75.76.0/23	43037	"Seznam.cz, a.s."	CZ
77.75.78.0/23	43037	"Seznam.cz, a.s."	CZ
77.81.109.0/24	24961	"myLoc managed IT AG"	DE
77.81.110.0/24	24961	"myLoc managed IT AG"	DE
77.81.164.0/23	3223	"Voxility S.R.L."	RO
77.81.164.0/24	3223	"Voxility S.R.L."	RO
77.81.165.0/24	3223	"Voxility S.R.L."	RO
77.81.183.0/24	13209	"Atom Hosting SRL"	RO
77.81.224.0/20	31034	"Aruba S.p.A."	IT
77.84.0.0/16	35632	"IRIS 64"	FR
77.87.192.0/21	28907	"Internet Invest Ltd."	UA
77.87.40.0/21	47145	"PE Wadim Khomenko Oleksandrovich"	UA
77.89.192.0/18	25454	"Orange Moldova SA"	MD
77.90.0.0/18	31530	"GHOSTnet GmbH"	DE
77.90.16.0/24	31530	"GHOSTnet GmbH"	DE
77.90.17.0/24	31530	"GHOSTnet GmbH"	DE
77.90.18.0/24	31530	"GHOSTnet GmbH"	DE
77.90.19.0/24	31530	"GHOSTnet GmbH"	DE
77.90.20.0/24	31530	"GHOSTnet GmbH"	DE
77.90.21.0/24	31530	"GHOSTnet GmbH"	DE
77.90.22.0/24	31530	"GHOSTnet GmbH"	DE
77.90.23.0/24	31530	"GHOSTnet GmbH"	DE
77.90.24.0/24	31530	"GHOSTnet GmbH"	DE
77.90.25.0/24	31530	"GHOSTnet GmbH"	DE
77.90.26.0/24	31530	"GHOSTnet GmbH"	DE
77.90.27.0/24	31530	"GHOSTnet GmbH"	DE
77.90.28.0/24	31530	"GHOSTnet GmbH"	DE
77.90.29.0/24	31530	"GHOSTnet GmbH"	DE
77.90.30.0/24	31530	"GHOSTnet GmbH"	DE
77.90.31.0/24	31530	"GHOSTnet GmbH"	DE
77.90.32.0/21	31530	"GHOSTnet GmbH"	DE
77.90.40.0/24	31530	"GHOSTnet GmbH"	DE
77.90.41.0/24	31530	"GHOSTnet GmbH"	DE
77.90.42.0/24	31530	"GHOSTnet GmbH"	DE
77.90.43.0/24	31530	"GHOSTnet GmbH"	DE
77.90.44.0/24	31530	"GHOSTnet GmbH"	DE
77.90.45.0/24	31530	"GHOSTnet GmbH"	DE
77.90.46.0/24	31530	"GHOSTnet GmbH"	DE
77.90.47.0/24	31530	"GHOSTnet GmbH"	DE
77.91.128.0/18	24962	"Telesystems of Ukraine LLC"	UA
77.92.102.0/24	25145	"TEKNOTEL TELEKOMUNIKASYON SANAYI VE TICARET A.S."	TR
77.92.134.0/24	42910	"Hosting Internet Hizmetleri Sanayi ve Ticaret Anonim Sirketi"	TR
77.92.139.0/24	42910	"Hosting Internet Hizmetleri Sanayi ve Ticaret Anonim Sirketi"	TR
77.93.110.0/23	50071	"Mobile TeleSystems PJSC"	RU
77.93.192.0/19	24971	"Master Internet s.r.o"	CZ
77.94.248.0/21	199835	"Vevida bv"	NL
78.109.24.96/29	41665	"Tehnologii Budushego LLC"	UA
78.110.48.0/20	31240	"JSC Hosting Telesystems autonomous system"	RU
78.111.184.0/21	31343	"Intertelecom Ltd"	UA
78.111.224.0/20	12586	"GHOSTnet GmbH"	DE
78.111.224.0/21	12586	"GHOSTnet GmbH"	DE
78.111.224.0/24	12586	"GHOSTnet GmbH"	DE
78.111.226.0/24	12586	"GHOSTnet GmbH"	DE
78.111.227.0/24	12586	"GHOSTnet GmbH"	DE
78.111.228.0/24	12586	"GHOSTnet GmbH"	DE
78.111.229.0/24	12586	"GHOSTnet GmbH"	DE
78.111.230.0/24	12586	"GHOSTnet GmbH"	DE
78.111.231.0/24	12586	"GHOSTnet GmbH"	DE
78.111.232.0/21	12586	"GHOSTnet GmbH"	DE
78.111.232.0/24	12586	"GHOSTnet GmbH"	DE
78.111.233.0/24	12586	"GHOSTnet GmbH"	DE
78.111.235.0/24	12586	"GHOSTnet GmbH"	DE
78.111.236.0/24	12586	"GHOSTnet GmbH"	DE
78.128.92.0/24	201133	"Verdina Ltd."	BG
78.134.0.0/17	35612	"NGI SpA"	IT
78.136.0.0/18	15395	"Rackspace Ltd."	GB
78.137.0.0/19	25133	"LLC McLaut-Invest"	UA
78.137.36.0/22	25133	"LLC McLaut-Invest"	UA
78.138.96.0/22	25074	"PlusServer AG"	DE
78.144.0.0/13	13285	"TalkTalk Communications Limited"	GB
78.157.192.0/19	42831	"UK Dedicated Servers Limited"	GB
78.159.96.0/19	28753	"Leaseweb Deutschland GmbH"	DE
78.181.128.0/17	47331	"TTNet A.S."	TR
78.184.0.0/16	47331	"TTNet A.S."	TR
78.187.0.0/17	9121	"Turk Telekomunikasyon Anonim Sirketi"	TR
78.188.128.0/21	47331	"TTNet A.S."	TR
78.188.136.0/22	47331	"TTNet A.S."	TR
78.188.140.0/23	47331	"TTNet A.S."	TR
78.192.0.0/10	12322	"Free SAS"	FR
78.192.0.0/11	12322	"Free SAS"	FR
78.224.0.0/11	12322	"Free SAS"	FR
78.24.48.0/22	43831	"MEDIANET GROUP SRL"	MD
78.24.8.0/21	43541	"VSHosting s.r.o."	CZ
78.26.192.0/18	34187	"LLC Renome-Service"	UA
78.30.192.0/19	35816	"Lancom Ltd."	UA
78.31.64.0/21	24961	"myLoc managed IT AG"	DE
78.31.64.0/22	24961	"myLoc managed IT AG"	DE
78.31.68.0/22	24961	"myLoc managed IT AG"	DE
78.4.0.0/16	8968	"BT Italia S.p.A."	IT
78.46.0.0/15	24940	"Hetzner Online GmbH"	DE
78.47.155.192/28	24940	"Hetzner Online GmbH"	DE
78.58.144.0/20	8764	"TEO LT, AB"	LT
78.6.0.0/16	8968	"BT Italia S.p.A."	IT
78.85.160.0/19	42825	"PJSC Rostelecom"	RU
78.90.118.0/23	35141	"MOBILTEL EAD"	BG
78.93.0.0/16	25233	"ARABIAN INTERNET & COMMUNICATIONS SERVICES CO.LTD"	SA
78.98.0.0/15	6855	"Slovak Telecom, a. s."	SK
79.0.0.0/15	3269	"Telecom Italia S.p.a."	IT
79.101.0.0/16	8400	"TELEKOM SRBIJA a.d."	RS
79.110.17.0/24	199793	"Trusov Ilya Igorevych"	UA
79.110.18.0/24	199793	"Trusov Ilya Igorevych"	UA
79.110.19.0/24	199793	"Trusov Ilya Igorevych"	UA
79.110.25.0/24	199793	"Trusov Ilya Igorevych"	UA
79.110.28.0/24	29802	"HIVELOCITY VENTURES CORP"	GB
79.112.0.0/13	8708	"RCS & RDS SA"	RO
79.125.0.0/17	16509	"Amazon.com, Inc."	IE
79.125.0.0/18	16509	"Amazon.com, Inc."	IE
79.133.204.128/29	20853	"eTOP sp. z o.o."	PL
79.133.217.240/28	20853	"eTOP sp. z o.o."	PL
79.134.216.0/22	8492	"OBIT Ltd."	RU
79.137.128.0/24	60781	"LeaseWeb Netherlands B.V."	RU
79.141.160.0/24	251	"Kaia Global Networks Ltd."	PL
79.142.66.0/25	51430	"AltusHost B.V."	NL
79.142.66.128/27	51430	"AltusHost B.V."	NL
79.142.66.160/29	51430	"AltusHost B.V."	NL
79.142.66.168/30	51430	"AltusHost B.V."	NL
79.142.66.172/32	51430	"AltusHost B.V."	NL
79.143.176.0/23	51167	"Contabo GmbH"	DE
79.143.176.0/24	51167	"Contabo GmbH"	DE
79.143.177.0/24	51167	"Contabo GmbH"	DE
79.143.178.0/23	51167	"Contabo GmbH"	DE
79.143.178.0/24	51167	"Contabo GmbH"	DE
79.143.179.0/24	51167	"Contabo GmbH"	DE
79.143.180.0/23	51167	"Contabo GmbH"	DE
79.143.180.0/24	51167	"Contabo GmbH"	DE
79.143.181.0/24	51167	"Contabo GmbH"	DE
79.143.182.0/23	51167	"Contabo GmbH"	DE
79.143.184.0/23	51167	"Contabo GmbH"	DE
79.143.184.0/24	51167	"Contabo GmbH"	DE
79.143.185.0/24	51167	"Contabo GmbH"	DE
79.143.186.0/23	51167	"Contabo GmbH"	DE
79.143.186.0/24	51167	"Contabo GmbH"	DE
79.143.187.0/24	51167	"Contabo GmbH"	DE
79.143.188.0/23	51167	"Contabo GmbH"	DE
79.143.188.0/24	51167	"Contabo GmbH"	DE
79.143.189.0/24	51167	"Contabo GmbH"	DE
79.143.190.0/23	51167	"Contabo GmbH"	DE
79.143.190.0/24	51167	"Contabo GmbH"	DE
79.143.191.0/24	51167	"Contabo GmbH"	DE
79.145.0.0/16	3352	"TELEFONICA DE ESPANA"	ES
79.146.0.0/16	3352	"TELEFONICA DE ESPANA"	ES
79.160.0.0/15	29695	"Altibox AS"	NO
79.161.35.192/26	29695	"Altibox AS"	NO
79.168.192.0/18	2860	"NOS COMUNICACOES, S.A."	PT
79.170.40.0/21	20738	"123 REG LIMITED"	GB
79.171.32.0/21	20860	Iomart	GB
79.172.192.0/18	43711	"Szervernet Ltd."	HU
79.172.237.0/24	42964	"SigmaNet Szolgaltato es Kereskedelm Ltd"	HU
79.173.64.0/23	197402	"KONTACT OOO"	RU
79.177.128.0/20	8551	"Bezeq International-Ltd"	IL
79.178.48.0/20	8551	"Bezeq International-Ltd"	IL
79.18.0.0/15	3269	"Telecom Italia S.p.a."	IT
79.20.0.0/15	3269	"Telecom Italia S.p.a."	IT
79.24.0.0/15	3269	"Telecom Italia S.p.a."	IT
79.26.0.0/15	3269	"Telecom Italia S.p.a."	IT
79.30.0.0/15	3269	"Telecom Italia S.p.a."	IT
79.32.0.0/15	3269	"Telecom Italia S.p.a."	IT
79.36.0.0/15	3269	"Telecom Italia S.p.a."	IT
79.4.0.0/16	3269	"Telecom Italia S.p.a."	IT
79.42.0.0/15	3269	"Telecom Italia S.p.a."	IT
79.50.0.0/15	3269	"Telecom Italia S.p.a."	IT
79.62.0.0/16	3269	"Telecom Italia S.p.a."	IT
79.98.104.0/21	197216	"Delta Softmedia Ltd."	BG
79.99.0.0/21	43948	"GleSYS Internet Services AB"	SE
8.12.16.0/24	20473	"Choopa, LLC"	US
8.12.17.0/24	20473	"Choopa, LLC"	US
8.12.18.0/24	20473	"Choopa, LLC"	US
8.12.19.0/24	20473	"Choopa, LLC"	US
8.12.20.0/23	20473	"Choopa, LLC"	US
8.12.22.0/24	20473	"Choopa, LLC"	US
8.12.23.0/24	20473	"Choopa, LLC"	US
8.18.128.0/24	16276	"OVH SAS"	CA
8.18.136.0/21	16276	"OVH SAS"	CA
8.18.144.0/24	16509	"Amazon.com, Inc."	US
8.18.145.0/24	16509	"Amazon.com, Inc."	US
8.18.172.0/24	16276	"OVH SAS"	CA
8.2.120.0/24	20473	"Choopa, LLC"	US
8.2.121.0/24	20473	"Choopa, LLC"	US
8.20.110.0/24	16276	"OVH SAS"	CA
8.21.41.0/24	16276	"OVH SAS"	CA
8.24.8.0/21	16276	"OVH SAS"	CA
8.26.94.0/24	16276	"OVH SAS"	CA
8.29.198.0/24	60653	"DEVHD, INC."	US
8.29.224.0/24	16276	"OVH SAS"	CA
8.30.208.0/21	16276	"OVH SAS"	CA
8.33.128.0/21	16276	"OVH SAS"	CA
8.33.136.0/24	16276	"OVH SAS"	CA
8.33.137.0/24	16276	"OVH SAS"	CA
8.33.96.0/21	16276	"OVH SAS"	CA
8.36.226.0/23	393552	"Longmont Power & Communications"	US
8.37.224.0/24	54994	"QUANTIL, INC"	US
8.4.48.0/24	13332	"NephoScale Inc."	US
8.4.49.0/24	13332	"NephoScale Inc."	US
8.4.50.0/24	13332	"NephoScale Inc."	US
8.4.51.0/24	13332	"NephoScale Inc."	US
8.4.52.0/24	13332	"NephoScale Inc."	US
8.4.54.0/24	13332	"NephoScale Inc."	US
8.4.55.0/24	13332	"NephoScale Inc."	US
8.4.56.0/24	13332	"NephoScale Inc."	US
8.4.57.0/24	13332	"NephoScale Inc."	US
8.4.58.0/24	13332	"NephoScale Inc."	US
8.4.59.0/24	13332	"NephoScale Inc."	US
8.7.244.0/24	16276	"OVH SAS"	CA
8.9.11.0/24	20473	"Choopa, LLC"	US
8.9.15.0/24	20473	"Choopa, LLC"	US
8.9.16.0/24	20473	"Choopa, LLC"	US
8.9.17.0/24	20473	"Choopa, LLC"	US
8.9.3.0/24	20473	"Choopa, LLC"	US
8.9.30.0/24	20473	"Choopa, LLC"	US
8.9.31.0/24	20473	"Choopa, LLC"	US
8.9.36.0/24	20473	"Choopa, LLC"	US
8.9.37.0/24	20473	"Choopa, LLC"	US
8.9.4.0/24	20473	"Choopa, LLC"	US
8.9.5.0/24	20473	"Choopa, LLC"	US
8.9.6.0/24	20473	"Choopa, LLC"	US
8.9.8.0/24	20473	"Choopa, LLC"	US
8.9.9.0/24	20473	"Choopa, LLC"	US
80.110.0.0/16	6830	"Liberty Global Operations B.V."	AT
80.172.0.0/17	8426	"ClaraNET LTD"	PT
80.18.0.0/15	3269	"Telecom Italia S.p.a."	IT
80.196.0.0/14	3292	"TDC A/S"	DK
80.220.0.0/14	1759	"TeliaSonera Finland Oyj"	FI
